gene_symbol	MANE_transcript	ClinVar_PL_record_count	semantic_class_prePAExact	public_label	curated_display_gene	low_record_burden_flag	browser_status	detail_page	unit_count	best_single_exon_coverage_fraction	best_adjacent_exon_block_coverage_fraction	best_downstream_CDS_implantation_coverage_fraction
RIC1	ENST00000414202.7	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RIC1.html	145	1.000000	1.000000	1.000000
RIC3	ENST00000309737.11	11	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RIC3.html	25	0.000000	0.000000	1.000000
RICTOR	ENST00000357387.8	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RICTOR.html	217	0.500000	0.500000	1.000000
RIF1	ENST00000444746.7	500	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/RIF1.html	205	0.000000	0.000000	1.000000
RIGI	ENST00000379883.3	5	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RIGI.html	97	0.400000	0.800000	1.000000
RIMS1	ENST00000521978.6	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RIMS1.html	193	0.500000	0.500000	1.000000
RIMS2	ENST00000696799.1	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RIMS2.html	169	0.142857	0.428571	1.000000
RIN2	ENST00000255006.12	18	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RIN2.html	67	0.222222	0.555556	1.000000
RINT1	ENST00000257700.7	40	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RINT1.html	79	0.150000	0.550000	1.000000
RIPK1	ENST00000259808.9	24	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RIPK1.html	55	0.250000	0.666667	1.000000
RIPK4	ENST00000332512.8	8	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RIPK4.html	37	0.250000	0.625000	0.875000
RIPOR2	ENST00000643898.2	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RIPOR2.html	121	0.500000	0.500000	1.000000
RIPPLY2	ENST00000369689.6	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RIPPLY2.html	13	1.000000	1.000000	1.000000
RIT1	ENST00000368323.8	38	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RIT1.html	25	0.631579	1.000000	1.000000
RLBP1	ENST00000268125.10	52	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RLBP1.html	43	0.288462	0.826923	1.000000
RLIG1	ENST00000356891.4	28	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RLIG1.html	31	1.000000	1.000000	1.000000
RLIM	ENST00000332687.11	12	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RLIM.html	13	1.000000	1.000000	1.000000
RMI1	ENST00000445877.6	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RMI1.html	8	1.000000	1.000000	1.000000
RMND1	ENST00000444024.3	52	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RMND1.html	61	0.269231	0.576923	1.000000
RMND5B	ENST00000313386.9	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RMND5B.html	55	1.000000	1.000000	1.000000
RMP64	ENST00000314400.10	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RMP64.html	43	1.000000	1.000000	1.000000
RMRP	ENST00000363046.2	302	repeat_or_mechanism_complex_replacement_case	Mechanism-complex limitation	true	false	all-mapped enumerated; curated display gene	genes/RMRP.html	1	0.860927		
RNASE4	ENST00000555835.3	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNASE4.html	4	0.000000	0.000000	1.000000
RNASEH1	ENST00000315212.4	6	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNASEH1.html	37	0.500000	1.000000	1.000000
RNASEH2A	ENST00000221486.6	44	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RNASEH2A.html	37	0.227273	0.750000	0.886364
RNASEH2B	ENST00000336617.8	56	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RNASEH2B.html	55	0.160714	0.553571	0.892857
RNASEH2C	ENST00000308418.10	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNASEH2C.html	13	0.428571	1.000000	0.857143
RNASEL	ENST00000367559.7	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNASEL.html	31	1.000000	1.000000	1.000000
RNASET2	ENST00000508775.6	11	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNASET2.html	43	0.363636	0.818182	0.909091
RNF113A	ENST00000371442.4	5	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNF113A.html	1	1.000000		
RNF125	ENST00000217740.4	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNF125.html	25	0.500000	1.000000	1.000000
RNF13	ENST00000392894.8	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNF13.html	49	1.000000	1.000000	1.000000
RNF135	ENST00000328381.10	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNF135.html	19	1.000000	1.000000	1.000000
RNF14	ENST00000394520.7	31	diffuse_or_moderate_replacement_opportunity	Diffuse/moderate opportunity	false	false	all-mapped enumerated	genes/RNF14.html	43	0.000000	0.000000	0.000000
RNF157	ENST00000269391.11	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNF157.html	103	0.000000	0.000000	1.000000
RNF168	ENST00000318037.3	35	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RNF168.html	25	0.285714	0.857143	0.857143
RNF17	ENST00000255324.10	22	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RNF17.html	204	0.000000	0.000000	1.000000
RNF170	ENST00000527424.6	6	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNF170.html	31	0.333333	1.000000	1.000000
RNF2	ENST00000367510.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNF2.html	31	1.000000	1.000000	1.000000
RNF207	ENST00000377939.5	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNF207.html	97	1.000000	1.000000	1.000000
RNF212B	ENST00000430154.7	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNF212B.html	79	1.000000	1.000000	1.000000
RNF213	ENST00000582970.6	22	large_gene_or_donor_burden_stress_case	Donor-burden stress	false	false	all-mapped enumerated	genes/RNF213.html	397	0.363636	0.772727	1.000000
RNF216	ENST00000389902.8	23	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RNF216.html	91	0.347826	0.478261	1.000000
RNF220	ENST00000361799.7	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNF220.html	79	1.000000	1.000000	1.000000
RNF31	ENST00000324103.11	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNF31.html	115	0.333333	0.333333	1.000000
RNF43	ENST00000407977.7	33	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RNF43.html	49	0.636364	0.787879	1.000000
RNF6	ENST00000381588.9	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNF6.html	19	1.000000	1.000000	1.000000
RNPC3	ENST00000423855.7	11	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNPC3.html	78	0.272727	0.454545	1.000000
RNU12	ENST00000362512.1	8	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNU12.html	1	1.000000		
RNU2-2	ENST00000410396.1	24	single_exon_hotspot_opportunity	Single-exon hotspot opportunity	false	false	all-mapped enumerated	genes/RNU2-2.html	1	1.000000		
RNU4-1	ENST00000363925.2	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNU4-1.html	1	0.000000		
RNU4-2	ENST00000365668.2	30	single_exon_hotspot_opportunity	Single-exon hotspot opportunity	false	false	all-mapped enumerated	genes/RNU4-2.html	1	1.000000		
RNU4ATAC	ENST00000580972.2	28	single_exon_hotspot_opportunity	Single-exon hotspot opportunity	false	false	all-mapped enumerated	genes/RNU4ATAC.html	1	1.000000		
RNU5B-1	ENST00000363286.2	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNU5B-1.html	1	1.000000		
RNU6-1	ENST00000383898.1	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNU6-1.html	1	1.000000		
RNU6-8	ENST00000365467.1	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNU6-8.html	1	1.000000		
RNU6-9	ENST00000384776.1	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNU6-9.html	1	1.000000		
RNU7-1	ENST00000458811.1	5	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RNU7-1.html	1	1.000000		
ROBO1	ENST00000464233.6	44	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ROBO1.html	175	0.090909	0.295455	1.000000
ROBO3	ENST00000397801.6	41	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ROBO3.html	157	0.146341	0.341463	0.975610
ROBO4	ENST00000306534.8	15	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ROBO4.html	97	0.133333	0.533333	1.000000
ROGDI	ENST00000322048.12	48	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ROGDI.html	55	0.145833	0.583333	1.000000
ROR2	ENST00000375708.4	64	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ROR2.html	43	0.375000	0.828125	0.953125
RORA	ENST00000335670.11	43	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RORA.html	55	0.209302	0.767442	1.000000
RORB	ENST00000376896.8	60	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RORB.html	49	0.250000	0.683333	0.933333
RORC	ENST00000318247.7	12	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/RORC.html	55	0.333333	0.833333	1.000000
ROS1	ENST00000368507.8	5	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ROS1.html	253	0.200000	0.400000	1.000000
RP1	ENST00000220676.2	334	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	true	false	all-mapped enumerated; curated display gene	genes/RP1.html	13	0.838323	0.994012	1.000000
RP1L1	ENST00000382483.4	46	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	false	false	all-mapped enumerated	genes/RP1L1.html	13	0.826087	1.000000	1.000000
RP2	ENST00000218340.4	175	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/RP2.html	19	0.582857	0.988571	0.851429
