gene_symbol	MANE_transcript	ClinVar_PL_record_count	public_label_v5	low_record_burden_flag	unit_count	best_single_exon_coverage_fraction	best_adjacent_exon_block_coverage_fraction	best_downstream_CDS_implantation_coverage_fraction	detail_page
SLC25A46	ENST00000355943.8	35	Compact downstream-CDS record-coverage hypothesis	false	37	0.371429	0.714286	0.828571	genes/SLC25A46.html
SLC26A1	ENST00000398516.3	69	Compact downstream-CDS record-coverage hypothesis	false	8	0.507246	0.507246	1.000000	genes/SLC26A1.html
SLC26A11	ENST00000361193.8	1	Low-record-burden interpretation-limited	true	97	0.000000	0.000000	0.000000	genes/SLC26A11.html
SLC26A2	ENST00000286298.5	234	Compact downstream-CDS record-coverage hypothesis	false	8	0.662393	1.000000	1.000000	genes/SLC26A2.html
SLC26A3	ENST00000340010.10	129	Compact downstream-CDS record-coverage hypothesis	false	115	0.093023	0.325581	1.000000	genes/SLC26A3.html
SLC26A4	ENST00000644269.2	631	Compact downstream-CDS record-coverage hypothesis	false	115	0.088748	0.335975	1.000000	genes/SLC26A4.html
SLC26A5	ENST00000306312.8	23	Compact downstream-CDS record-coverage hypothesis	false	109	0.130435	0.391304	1.000000	genes/SLC26A5.html
SLC26A7	ENST00000276609.8	4	Low-record-burden interpretation-limited	true	103	0.500000	0.500000	1.000000	genes/SLC26A7.html
SLC26A8	ENST00000490799.6	3	Low-record-burden interpretation-limited	true	109	0.666667	0.666667	1.000000	genes/SLC26A8.html
SLC27A2	ENST00000267842.10	1	Low-record-burden interpretation-limited	true	49	1.000000	1.000000	1.000000	genes/SLC27A2.html
SLC27A4	ENST00000300456.5	50	Compact downstream-CDS record-coverage hypothesis	false	67	0.180000	0.580000	1.000000	genes/SLC27A4.html
SLC29A1	ENST00000371755.9	1	Low-record-burden interpretation-limited	true	67	1.000000	1.000000	1.000000	genes/SLC29A1.html
SLC29A3	ENST00000373189.6	46	Compact downstream-CDS record-coverage hypothesis	false	25	0.369565	0.956522	1.000000	genes/SLC29A3.html
SLC2A1	ENST00000426263.10	338	Compact downstream-CDS record-coverage hypothesis	false	49	0.201183	0.621302	0.979290	genes/SLC2A1.html
SLC2A10	ENST00000359271.4	54	Compact downstream-CDS record-coverage hypothesis	false	19	0.777778	1.000000	0.962963	genes/SLC2A10.html
SLC2A2	ENST00000314251.8	57	Compact downstream-CDS record-coverage hypothesis	false	55	0.175439	0.578947	0.947368	genes/SLC2A2.html
SLC2A9	ENST00000264784.8	17	Low-record-burden interpretation-limited	true	61	0.176471	0.470588	1.000000	genes/SLC2A9.html
SLC30A10	ENST00000366926.4	10	Low-record-burden interpretation-limited	true	13	0.800000	1.000000	0.200000	genes/SLC30A10.html
SLC30A2	ENST00000374276.4	5	Low-record-burden interpretation-limited	true	37	0.400000	1.000000	1.000000	genes/SLC30A2.html
SLC30A5	ENST00000396591.8	2	Low-record-burden interpretation-limited	true	85	0.500000	0.500000	1.000000	genes/SLC30A5.html
SLC30A7	ENST00000357650.9	6	Low-record-burden interpretation-limited	true	55	0.166667	0.500000	0.833333	genes/SLC30A7.html
SLC30A9	ENST00000264451.12	6	Low-record-burden interpretation-limited	true	97	0.166667	0.500000	0.833333	genes/SLC30A9.html
SLC31A1	ENST00000374212.5	2	Low-record-burden interpretation-limited	true	19	1.000000	1.000000	1.000000	genes/SLC31A1.html
SLC32A1	ENST00000217420.2	6	Low-record-burden interpretation-limited	true	4	0.833333	1.000000	0.833333	genes/SLC32A1.html
SLC33A1	ENST00000643144.2	10	Low-record-burden interpretation-limited	true	25	0.400000	1.000000	0.600000	genes/SLC33A1.html
SLC34A1	ENST00000324417.6	56	Compact downstream-CDS record-coverage hypothesis	false	67	0.142857	0.500000	1.000000	genes/SLC34A1.html
SLC34A2	ENST00000382051.8	19	Low-record-burden interpretation-limited	true	67	0.210526	0.473684	0.947368	genes/SLC34A2.html
SLC34A3	ENST00000673835.1	96	Compact downstream-CDS record-coverage hypothesis	false	67	0.218750	0.562500	1.000000	genes/SLC34A3.html
SLC35A1	ENST00000369552.9	4	Low-record-burden interpretation-limited	true	37	0.500000	1.000000	1.000000	genes/SLC35A1.html
SLC35A2	ENST00000247138.11	56	Compact downstream-CDS record-coverage hypothesis	false	19	0.535714	0.946429	0.892857	genes/SLC35A2.html
SLC35A3	ENST00000533028.8	50	Compact downstream-CDS record-coverage hypothesis	false	37	0.300000	0.860000	1.000000	genes/SLC35A3.html
SLC35B2	ENST00000393812.4	3	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	1.000000	genes/SLC35B2.html
SLC35C1	ENST00000314134.4	10	Low-record-burden interpretation-limited	true	4	0.500000	1.000000	0.500000	genes/SLC35C1.html
SLC35D1	ENST00000235345.6	15	Low-record-burden interpretation-limited	true	61	0.200000	0.400000	0.800000	genes/SLC35D1.html
SLC38A3	ENST00000614032.5	7	Low-record-burden interpretation-limited	true	85	0.428571	0.857143	1.000000	genes/SLC38A3.html
SLC38A8	ENST00000299709.8	71	Compact downstream-CDS record-coverage hypothesis	false	55	0.197183	0.619718	1.000000	genes/SLC38A8.html
SLC39A13	ENST00000362021.9	2	Low-record-burden interpretation-limited	true	49	0.500000	1.000000	1.000000	genes/SLC39A13.html
SLC39A14	ENST00000381237.6	13	Low-record-burden interpretation-limited	true	43	0.153846	0.538462	1.000000	genes/SLC39A14.html
SLC39A4	ENST00000301305.8	146	Compact downstream-CDS record-coverage hypothesis	false	61	0.157534	0.500000	0.904110	genes/SLC39A4.html
SLC39A5	ENST00000454355.7	4	Low-record-burden interpretation-limited	true	67	0.500000	1.000000	1.000000	genes/SLC39A5.html
SLC39A7	ENST00000374677.8	6	Low-record-burden interpretation-limited	true	31	0.333333	0.833333	0.833333	genes/SLC39A7.html
SLC39A8	ENST00000356736.5	9	Low-record-burden interpretation-limited	true	43	0.333333	0.666667	1.000000	genes/SLC39A8.html
SLC3A1	ENST00000260649.11	133	Compact downstream-CDS record-coverage hypothesis	false	49	0.180451	0.609023	0.932331	genes/SLC3A1.html
SLC40A1	ENST00000261024.7	42	Compact downstream-CDS record-coverage hypothesis	false	37	0.333333	0.880952	0.976190	genes/SLC40A1.html
SLC41A1	ENST00000367137.4	1	Low-record-burden interpretation-limited	true	55	1.000000	1.000000	1.000000	genes/SLC41A1.html
SLC44A1	ENST00000374720.8	5	Low-record-burden interpretation-limited	true	85	0.400000	0.600000	1.000000	genes/SLC44A1.html
SLC45A1	ENST00000471889.7	1	Low-record-burden interpretation-limited	true	43	1.000000	1.000000	1.000000	genes/SLC45A1.html
SLC45A2	ENST00000296589.9	112	Compact local exon/block record cluster	false	31	0.285714	0.732143	0.714286	genes/SLC45A2.html
SLC46A1	ENST00000612814.5	26	Compact local exon/block record cluster	false	19	0.423077	1.000000	0.730769	genes/SLC46A1.html
SLC49A3	ENST00000322224.9	1	Low-record-burden interpretation-limited	true	49	0.000000	0.000000	1.000000	genes/SLC49A3.html
SLC4A1	ENST00000262418.12	234	Compact downstream-CDS record-coverage hypothesis	false	109	0.119658	0.410256	1.000000	genes/SLC4A1.html
SLC4A10	ENST00000446997.6	13	Low-record-burden interpretation-limited	true	150	0.153846	0.307692	1.000000	genes/SLC4A10.html
SLC4A11	ENST00000642402.1	179	Compact downstream-CDS record-coverage hypothesis	false	109	0.083799	0.329609	1.000000	genes/SLC4A11.html
SLC4A2	ENST00000413384.7	3	Low-record-burden interpretation-limited	true	127	0.333333	0.666667	1.000000	genes/SLC4A2.html
SLC4A3	ENST00000358055.8	2	Low-record-burden interpretation-limited	true	127	1.000000	1.000000	1.000000	genes/SLC4A3.html
SLC4A4	ENST00000264485.11	17	Low-record-burden interpretation-limited	true	144	0.176471	0.411765	1.000000	genes/SLC4A4.html
SLC51A	ENST00000296327.10	1	Low-record-burden interpretation-limited	true	43	1.000000	1.000000	1.000000	genes/SLC51A.html
SLC51B	ENST00000334287.3	1	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	1.000000	genes/SLC51B.html
SLC52A1	ENST00000254853.10	1	Low-record-burden interpretation-limited	true	19	1.000000	1.000000	1.000000	genes/SLC52A1.html
SLC52A2	ENST00000643944.2	42	Compact downstream-CDS record-coverage hypothesis	false	19	0.690476	1.000000	1.000000	genes/SLC52A2.html
SLC52A3	ENST00000645534.1	30	Compact downstream-CDS record-coverage hypothesis	false	19	0.400000	1.000000	1.000000	genes/SLC52A3.html
SLC5A1	ENST00000266088.9	44	Compact downstream-CDS record-coverage hypothesis	false	79	0.227273	0.500000	0.954545	genes/SLC5A1.html
SLC5A2	ENST00000330498.4	43	Compact downstream-CDS record-coverage hypothesis	false	73	0.232558	0.627907	1.000000	genes/SLC5A2.html
SLC5A5	ENST00000222248.4	50	Compact downstream-CDS record-coverage hypothesis	false	79	0.140000	0.360000	0.880000	genes/SLC5A5.html
SLC5A6	ENST00000310574.8	13	Low-record-burden interpretation-limited	true	91	0.230769	0.384615	1.000000	genes/SLC5A6.html
SLC5A7	ENST00000264047.3	19	Low-record-burden interpretation-limited	true	43	0.263158	0.578947	1.000000	genes/SLC5A7.html
SLC66A1	ENST00000375153.8	1	Low-record-burden interpretation-limited	true	37	1.000000	1.000000	1.000000	genes/SLC66A1.html
SLC6A1	ENST00000287766.10	188	Compact downstream-CDS record-coverage hypothesis	false	85	0.159574	0.420213	1.000000	genes/SLC6A1.html
SLC6A13	ENST00000343164.9	1	Low-record-burden interpretation-limited	true	79	1.000000	1.000000	1.000000	genes/SLC6A13.html
SLC6A17	ENST00000331565.5	2	Low-record-burden interpretation-limited	true	61	0.500000	0.500000	1.000000	genes/SLC6A17.html
SLC6A19	ENST00000304460.11	41	Compact downstream-CDS record-coverage hypothesis	false	61	0.146341	0.560976	0.926829	genes/SLC6A19.html
SLC6A2	ENST00000568943.6	1	Low-record-burden interpretation-limited	true	79	1.000000	1.000000	1.000000	genes/SLC6A2.html
SLC6A3	ENST00000270349.12	18	Low-record-burden interpretation-limited	true	79	0.277778	0.555556	1.000000	genes/SLC6A3.html
SLC6A4	ENST00000650711.1	1	Low-record-burden interpretation-limited	true	79	1.000000	1.000000	1.000000	genes/SLC6A4.html
SLC6A5	ENST00000525748.6	67	Compact downstream-CDS record-coverage hypothesis	false	85	0.134328	0.402985	1.000000	genes/SLC6A5.html
SLC6A6	ENST00000622186.5	3	Low-record-burden interpretation-limited	true	79	0.333333	0.666667	1.000000	genes/SLC6A6.html
SLC6A8	ENST00000253122.10	188	Compact downstream-CDS record-coverage hypothesis	false	67	0.127660	0.441489	0.920213	genes/SLC6A8.html
SLC6A9	ENST00000372310.8	12	Low-record-burden interpretation-limited	true	73	0.250000	0.416667	1.000000	genes/SLC6A9.html
SLC7A14	ENST00000231706.6	4	Low-record-burden interpretation-limited	true	37	0.500000	0.750000	1.000000	genes/SLC7A14.html
SLC7A7	ENST00000674313.1	155	Compact downstream-CDS record-coverage hypothesis	false	49	0.283871	0.632258	1.000000	genes/SLC7A7.html
SLC7A8	ENST00000316902.12	3	Low-record-burden interpretation-limited	true	55	0.333333	1.000000	1.000000	genes/SLC7A8.html
SLC7A9	ENST00000023064.9	84	Compact downstream-CDS record-coverage hypothesis	false	67	0.178571	0.535714	1.000000	genes/SLC7A9.html
SLC9A1	ENST00000263980.8	6	Low-record-burden interpretation-limited	true	61	0.666667	1.000000	1.000000	genes/SLC9A1.html
SLC9A3	ENST00000264938.8	24	Compact downstream-CDS record-coverage hypothesis	false	91	0.208333	0.666667	0.958333	genes/SLC9A3.html
SLC9A6	ENST00000630721.3	65	Compact downstream-CDS record-coverage hypothesis	false	97	0.123077	0.415385	1.000000	genes/SLC9A6.html
SLC9A7	ENST00000616978.5	2	Low-record-burden interpretation-limited	true	91	0.500000	1.000000	1.000000	genes/SLC9A7.html
SLC9A9	ENST00000316549.11	2	Low-record-burden interpretation-limited	true	85	0.500000	0.500000	1.000000	genes/SLC9A9.html
SLC9B1	ENST00000296422.12	3	Low-record-burden interpretation-limited	true	61	0.333333	0.333333	1.000000	genes/SLC9B1.html
SLCO1B1	ENST00000256958.3	7	Low-record-burden interpretation-limited	true	79	0.142857	0.571429	1.000000	genes/SLCO1B1.html
SLCO1B3	ENST00000381545.8	6	Low-record-burden interpretation-limited	true	85	0.333333	0.666667	1.000000	genes/SLCO1B3.html
SLCO2A1	ENST00000310926.11	61	Compact downstream-CDS record-coverage hypothesis	false	73	0.163934	0.475410	0.983607	genes/SLCO2A1.html
SLF2	ENST00000238961.9	6	Low-record-burden interpretation-limited	true	109	0.333333	0.500000	1.000000	genes/SLF2.html
SLFN11	ENST00000685675.1	1	Low-record-burden interpretation-limited	true	31	1.000000	1.000000	1.000000	genes/SLFN11.html
SLFN14	ENST00000674182.1	4	Low-record-burden interpretation-limited	true	25	1.000000	1.000000	1.000000	genes/SLFN14.html
SLIT1	ENST00000266058.9	1	Low-record-burden interpretation-limited	true	211	1.000000	1.000000	1.000000	genes/SLIT1.html
SLIT2	ENST00000504154.6	2	Low-record-burden interpretation-limited	true	211	0.500000	0.500000	1.000000	genes/SLIT2.html
SLIT3	ENST00000519560.6	1	Low-record-burden interpretation-limited	true	205	1.000000	1.000000	1.000000	genes/SLIT3.html
SLITRK1	ENST00000674365.1	2	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	1.000000	genes/SLITRK1.html
SLITRK2	ENST00000335565.6	5	Low-record-burden interpretation-limited	true	19	1.000000	1.000000	1.000000	genes/SLITRK2.html
SLITRK3	ENST00000475390.2	1	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	1.000000	genes/SLITRK3.html
SLITRK5	ENST00000683689.1	1	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	1.000000	genes/SLITRK5.html
SLITRK6	ENST00000647374.2	9	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	1.000000	genes/SLITRK6.html
SLK	ENST00000369755.4	1	Low-record-burden interpretation-limited	true	103	1.000000	1.000000	1.000000	genes/SLK.html
SLPI	ENST00000338380.2	1	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	1.000000	genes/SLPI.html
SLTM	ENST00000380516.7	1	Low-record-burden interpretation-limited	true	115	1.000000	1.000000	1.000000	genes/SLTM.html
SLURP1	ENST00000246515.2	14	Low-record-burden interpretation-limited	true	8	0.500000	1.000000	0.857143	genes/SLURP1.html
SLX4	ENST00000294008.4	153	Downstream-CDS high-coverage with context burden	false	79	0.398693	0.581699	1.000000	genes/SLX4.html
SMAD2	ENST00000262160.11	38	Compact downstream-CDS record-coverage hypothesis	false	55	0.263158	0.631579	1.000000	genes/SMAD2.html
SMAD3	ENST00000327367.9	200	Compact downstream-CDS record-coverage hypothesis	false	43	0.270000	0.610000	0.885000	genes/SMAD3.html
SMAD4	ENST00000342988.8	300	Tumor-predisposition control/caution	false	61	0.143333	0.533333	1.000000	genes/SMAD4.html
SMAD6	ENST00000288840.10	82	Compact local exon/block record cluster	false	13	0.585366	1.000000	0.426829	genes/SMAD6.html
SMAD9	ENST00000379826.5	28	Compact downstream-CDS record-coverage hypothesis	false	31	0.392857	1.000000	1.000000	genes/SMAD9.html
SMAP1	ENST00000370455.8	1	Low-record-burden interpretation-limited	true	55	1.000000	1.000000	1.000000	genes/SMAP1.html
SMARCA1	ENST00000371121.5	14	Low-record-burden interpretation-limited	true	139	0.142857	0.500000	0.928571	genes/SMARCA1.html
SMARCA2	ENST00000349721.8	121	Compact downstream-CDS record-coverage hypothesis	false	193	0.247934	0.462810	1.000000	genes/SMARCA2.html
SMARCA4	ENST00000344626.10	321	Compact downstream-CDS record-coverage hypothesis	false	199	0.102804	0.227414	1.000000	genes/SMARCA4.html
SMARCA5	ENST00000283131.4	9	Low-record-burden interpretation-limited	true	133	0.333333	0.666667	1.000000	genes/SMARCA5.html
SMARCAD1	ENST00000354268.9	7	Low-record-burden interpretation-limited	true	133	0.000000	0.000000	1.000000	genes/SMARCAD1.html
SMARCAL1	ENST00000357276.9	163	Compact downstream-CDS record-coverage hypothesis	false	97	0.239264	0.447853	1.000000	genes/SMARCAL1.html
SMARCB1	ENST00000644036.2	113	Compact downstream-CDS record-coverage hypothesis	false	43	0.176991	0.557522	0.911504	genes/SMARCB1.html
SMARCC1	ENST00000254480.10	12	Low-record-burden interpretation-limited	true	157	0.250000	0.416667	1.000000	genes/SMARCC1.html
SMARCC2	ENST00000550164.6	55	Compact downstream-CDS record-coverage hypothesis	false	163	0.090909	0.272727	0.981818	genes/SMARCC2.html
SMARCD1	ENST00000394963.9	9	Low-record-burden interpretation-limited	true	67	0.333333	0.777778	1.000000	genes/SMARCD1.html
SMARCD2	ENST00000448276.7	28	Compact downstream-CDS record-coverage hypothesis	false	67	0.178571	0.571429	1.000000	genes/SMARCD2.html
SMARCE1	ENST00000348513.12	76	Compact downstream-CDS record-coverage hypothesis	false	55	0.236842	0.855263	1.000000	genes/SMARCE1.html
SMC1A	ENST00000322213.9	219	Compact downstream-CDS record-coverage hypothesis	false	139	0.073059	0.283105	0.977169	genes/SMC1A.html
SMC1B	ENST00000357450.9	1	Low-record-burden interpretation-limited	true	139	1.000000	1.000000	1.000000	genes/SMC1B.html
SMC3	ENST00000361804.5	79	Compact downstream-CDS record-coverage hypothesis	false	163	0.113924	0.341772	1.000000	genes/SMC3.html
SMC5	ENST00000361138.7	3	Low-record-burden interpretation-limited	true	139	0.666667	0.666667	1.000000	genes/SMC5.html
SMCHD1	ENST00000320876.11	140	Downstream-CDS high-coverage with context burden	false	277	0.085714	0.228571	0.957143	genes/SMCHD1.html
SMG8	ENST00000300917.10	11	Low-record-burden interpretation-limited	true	13	0.818182	1.000000	0.181818	genes/SMG8.html
SMG9	ENST00000270066.11	12	Low-record-burden interpretation-limited	true	73	0.166667	0.583333	1.000000	genes/SMG9.html
SMN1	ENST00000380707.9	79	Mechanism-complex limitation	false	42	0.227848	0.734177	0.911392	genes/SMN1.html
SMO	ENST00000249373.8	11	Low-record-burden interpretation-limited	true	61	0.272727	0.727273	1.000000	genes/SMO.html
SMOC1	ENST00000361956.8	18	Low-record-burden interpretation-limited	true	61	0.277778	0.611111	1.000000	genes/SMOC1.html
SMOC2	ENST00000356284.7	4	Low-record-burden interpretation-limited	true	67	0.500000	0.500000	0.750000	genes/SMOC2.html
SMPD1	ENST00000342245.9	386	Compact downstream-CDS record-coverage hypothesis	false	25	0.391192	0.865285	0.878238	genes/SMPD1.html
SMPD4	ENST00000680298.1	29	Compact downstream-CDS record-coverage hypothesis	false	109	0.103448	0.448276	0.965517	genes/SMPD4.html
SMPX	ENST00000379494.4	23	Compact downstream-CDS record-coverage hypothesis	false	18	0.434783	1.000000	1.000000	genes/SMPX.html
SMS	ENST00000404933.7	31	Compact downstream-CDS record-coverage hypothesis	false	55	0.258065	0.709677	1.000000	genes/SMS.html
SNAP25	ENST00000254976.7	26	Compact downstream-CDS record-coverage hypothesis	false	37	0.307692	0.846154	1.000000	genes/SNAP25.html
SNAP29	ENST00000215730.12	22	Compact local exon/block record cluster	false	19	0.363636	1.000000	0.636364	genes/SNAP29.html
SNAPC4	ENST00000684778.1	11	Low-record-burden interpretation-limited	true	132	0.272727	0.454545	1.000000	genes/SNAPC4.html
SNAPIN	ENST00000368685.6	5	Low-record-burden interpretation-limited	true	13	0.600000	1.000000	0.600000	genes/SNAPIN.html
